InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Year,Month,MonthName
536576,82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,2010-12-01 16:11:00,2.55,13777.0,United Kingdom,91.8,2010,12,December
573093,22197,POPCORN HOLDER,3,2011-10-27 14:38:00,0.85,18283.0,United Kingdom,2.55,2011,10,October
537236,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-12-06 09:52:00,6.75,16858.0,United Kingdom,13.5,2010,12,December
576321,21818,GLITTER HEART DECORATION,6,2011-11-14 14:59:00,0.39,14953.0,United Kingdom,2.34,2011,11,November
556681,23200,JUMBO BAG PEARS,10,2011-06-14 09:41:00,2.08,12826.0,United Kingdom,20.8,2011,6,June
579430,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-11-29 13:06:00,2.08,12748.0,United Kingdom,2.08,2011,11,November
559609,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-07-11 11:51:00,1.45,13754.0,United Kingdom,17.4,2011,7,July
561391,21931,JUMBO STORAGE BAG SUKI,10,2011-07-27 09:59:00,2.08,16628.0,United Kingdom,20.8,2011,7,July
547387,22913,RED COAT RACK PARIS FASHION,6,2011-03-22 16:00:00,4.95,12539.0,Spain,29.700000000000003,2011,3,March
561706,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-29 11:25:00,2.08,14735.0,United Kingdom,20.8,2011,7,July
562161,22984,CARD GINGHAM ROSE ,12,2011-08-03 11:58:00,0.42,17841.0,United Kingdom,5.04,2011,8,August
538814,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-12-14 12:30:00,9.95,15983.0,United Kingdom,9.95,2010,12,December
574737,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-11-06 15:53:00,1.65,14868.0,United Kingdom,19.799999999999997,2011,11,November
544181,22469,HEART OF WICKER SMALL,12,2011-02-16 14:56:00,1.65,17175.0,United Kingdom,19.799999999999997,2011,2,February
572294,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-10-23 13:10:00,4.95,13471.0,United Kingdom,9.9,2011,10,October
578104,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2011-11-23 08:43:00,8.5,13969.0,United Kingdom,17.0,2011,11,November
562467,23322,LARGE WHITE HEART OF WICKER,6,2011-08-05 11:50:00,2.95,13513.0,United Kingdom,17.700000000000003,2011,8,August
547986,21931,JUMBO STORAGE BAG SUKI,10,2011-03-29 08:46:00,1.95,18177.0,United Kingdom,19.5,2011,3,March
549007,22060,LARGE CAKE STAND HANGING HEARTS,8,2011-04-05 14:38:00,3.95,17470.0,United Kingdom,31.6,2011,4,April
560239,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-07-17 11:50:00,8.95,13507.0,United Kingdom,17.9,2011,7,July
559538,23238,SET OF 4 KNICK KNACK TINS LONDON ,4,2011-07-10 12:25:00,4.15,16880.0,United Kingdom,16.6,2011,7,July
537036,22024,RAINY LADIES BIRTHDAY CARD,12,2010-12-03 17:28:00,0.42,15545.0,United Kingdom,5.04,2010,12,December
566265,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,2011-09-11 13:16:00,1.25,18255.0,United Kingdom,20.0,2011,9,September
540473,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-01-07 14:31:00,3.25,17284.0,United Kingdom,3.25,2011,1,January
580129,22727,ALARM CLOCK BAKELIKE RED ,4,2011-12-01 18:03:00,3.75,17426.0,United Kingdom,15.0,2011,12,December
572090,21207,SKULL AND CROSSBONES  GARLAND ,25,2011-10-20 14:33:00,1.65,13573.0,United Kingdom,41.25,2011,10,October
580051,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-01 12:55:00,2.1,12963.0,United Kingdom,25.200000000000003,2011,12,December
574033,23541,WALL ART CLASSIC PUDDINGS ,2,2011-11-02 12:44:00,8.25,16558.0,United Kingdom,16.5,2011,11,November
568165,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-09-25 12:42:00,2.1,17131.0,United Kingdom,4.2,2011,9,September
541593,22053,EMPIRE DESIGN ROSETTE,5,2011-01-19 15:20:00,1.25,17611.0,United Kingdom,6.25,2011,1,January
543129,21107,CREAM SLICE FLANNEL PINK SPOT ,6,2011-02-03 15:02:00,2.95,14540.0,United Kingdom,17.700000000000003,2011,2,February
537034,20963,APPLE BATH SPONGE,20,2010-12-03 17:20:00,1.25,13081.0,United Kingdom,25.0,2010,12,December
563680,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-08-18 12:06:00,0.83,18272.0,United Kingdom,6.64,2011,8,August
562565,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-08-07 10:45:00,2.95,16206.0,United Kingdom,5.9,2011,8,August
568593,21078,SET/20 STRAWBERRY PAPER NAPKINS ,36,2011-09-28 10:54:00,0.85,13988.0,United Kingdom,30.599999999999998,2011,9,September
558906,81952V,ROUND PURPLE CLOCK WITH SUCKER,5,2011-07-04 16:35:00,0.19,15555.0,United Kingdom,0.95,2011,7,July
579470,21891,TRADITIONAL WOODEN SKIPPING ROPE,5,2011-11-29 15:06:00,1.45,16549.0,United Kingdom,7.25,2011,11,November
574826,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-11-07 10:58:00,1.95,15870.0,United Kingdom,3.9,2011,11,November
577740,21042,RED RETROSPOT APRON ,3,2011-11-21 13:36:00,5.95,17625.0,United Kingdom,17.85,2011,11,November
579182,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-11-28 15:15:00,2.95,15601.0,United Kingdom,17.700000000000003,2011,11,November
579516,22939,ADULT APRON APPLE DELIGHT,1,2011-11-29 17:52:00,4.95,17841.0,United Kingdom,4.95,2011,11,November
575117,22653,BUTTON BOX ,1,2011-11-08 14:22:00,1.95,12748.0,United Kingdom,1.95,2011,11,November
572451,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,12,2011-10-24 12:36:00,1.25,12921.0,United Kingdom,15.0,2011,10,October
549718,20679,EDWARDIAN PARASOL RED,3,2011-04-11 15:03:00,5.95,13846.0,United Kingdom,17.85,2011,4,April
544450,22628,PICNIC BOXES SET OF 3 RETROSPOT ,3,2011-02-20 12:23:00,4.95,17811.0,United Kingdom,14.850000000000001,2011,2,February
555400,85099C,JUMBO  BAG BAROQUE BLACK WHITE,47,2011-06-02 17:50:00,1.79,14088.0,United Kingdom,84.13,2011,6,June
571054,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-10-13 13:58:00,3.25,14234.0,United Kingdom,3.25,2011,10,October
559358,22610,PENS ASSORTED FUNNY FACE,36,2011-07-07 19:14:00,0.19,15675.0,United Kingdom,6.84,2011,7,July
564353,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-08-24 15:08:00,0.29,15764.0,United Kingdom,27.839999999999996,2011,8,August
580504,23580,SNACK TRAY HAPPY FOREST  ,1,2011-12-04 13:32:00,1.95,17936.0,United Kingdom,1.95,2011,12,December
577473,23299,FOOD COVER WITH BEADS SET 2 ,1,2011-11-20 11:28:00,3.75,15919.0,United Kingdom,3.75,2011,11,November
571566,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-10-18 10:19:00,1.25,13594.0,United Kingdom,10.0,2011,10,October
573993,22653,BUTTON BOX ,10,2011-11-02 11:23:00,1.95,16790.0,United Kingdom,19.5,2011,11,November
551983,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-05 14:32:00,1.65,17735.0,United Kingdom,16.5,2011,5,May
549592,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-04-11 10:14:00,14.95,14311.0,United Kingdom,14.95,2011,4,April
577303,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-18 13:02:00,2.08,14390.0,United Kingdom,20.8,2011,11,November
547556,17091A,LAVENDER INCENSE IN TIN,6,2011-03-23 16:45:00,1.25,17250.0,United Kingdom,7.5,2011,3,March
567182,20727,LUNCH BAG  BLACK SKULL.,10,2011-09-18 15:21:00,1.65,13334.0,United Kingdom,16.5,2011,9,September
566560,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-09-13 12:09:00,1.25,17092.0,United Kingdom,22.5,2011,9,September
579135,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-11-28 12:44:00,4.95,18096.0,United Kingdom,4.95,2011,11,November
C574473,23234,BISCUIT TIN VINTAGE CHRISTMAS,-6,2011-11-04 12:05:00,2.89,15809.0,United Kingdom,-17.34,2011,11,November
554278,21770,OPEN CLOSED METAL SIGN,1,2011-05-23 13:25:00,4.95,13831.0,United Kingdom,4.95,2011,5,May
556415,22440,BALLOON WATER BOMB PACK OF 35,100,2011-06-10 12:19:00,0.42,12409.0,Switzerland,42.0,2011,6,June
545059,22079,RIBBON REEL HEARTS DESIGN ,1,2011-02-27 13:04:00,1.65,14157.0,United Kingdom,1.65,2011,2,February
562770,22356,CHARLOTTE BAG PINK POLKADOT,20,2011-08-09 11:56:00,0.85,17139.0,United Kingdom,17.0,2011,8,August
567184,22571,ROCKING HORSE RED CHRISTMAS ,8,2011-09-18 15:41:00,0.85,16033.0,United Kingdom,6.8,2011,9,September
565726,23313,VINTAGE CHRISTMAS BUNTING,10,2011-09-06 11:58:00,4.95,14360.0,United Kingdom,49.5,2011,9,September
547102,21318,GLASS CHALICE BLUE SMALL ,6,2011-03-21 10:41:00,1.65,14245.0,United Kingdom,9.899999999999999,2011,3,March
559401,22627,MINT KITCHEN SCALES,1,2011-07-08 10:49:00,8.5,15039.0,United Kingdom,8.5,2011,7,July
546305,10135,COLOURING PENCILS BROWN TUBE,2,2011-03-10 16:16:00,1.25,14056.0,United Kingdom,2.5,2011,3,March
538863,22131,FOOD CONTAINER SET 3 LOVE HEART ,3,2010-12-14 14:15:00,1.95,16919.0,United Kingdom,5.85,2010,12,December
547100,22386,JUMBO BAG PINK POLKADOT,20,2011-03-21 10:31:00,1.95,15615.0,United Kingdom,39.0,2011,3,March
576648,23201,JUMBO BAG ALPHABET,10,2011-11-16 10:32:00,2.08,14057.0,United Kingdom,20.8,2011,11,November
554667,20726,LUNCH BAG WOODLAND,10,2011-05-25 15:18:00,1.65,15727.0,United Kingdom,16.5,2011,5,May
570103,23209,LUNCH BAG VINTAGE DOILY ,4,2011-10-07 12:18:00,1.65,15719.0,United Kingdom,6.6,2011,10,October
569129,21328,BALLOONS  WRITING SET ,2,2011-09-30 13:40:00,1.65,15034.0,United Kingdom,3.3,2011,9,September
564061,23327,HANGING CLEAR MINI BOTTLE,6,2011-08-22 14:38:00,0.63,14505.0,United Kingdom,3.7800000000000002,2011,8,August
546422,21181,PLEASE ONE PERSON METAL SIGN,2,2011-03-13 11:38:00,2.1,15547.0,United Kingdom,4.2,2011,3,March
573576,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,10,2011-10-31 14:09:00,2.46,14096.0,United Kingdom,24.6,2011,10,October
536557,22111,SCOTTIE DOG HOT WATER BOTTLE,7,2010-12-01 14:41:00,4.95,17841.0,United Kingdom,34.65,2010,12,December
563935,37500,TEA TIME TEAPOT IN GIFT BOX,2,2011-08-21 16:24:00,4.95,15547.0,United Kingdom,9.9,2011,8,August
571062,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-10-13 14:37:00,2.55,16773.0,United Kingdom,5.1,2011,10,October
566921,23229,VINTAGE DONKEY TAIL GAME ,2,2011-09-15 14:56:00,3.75,17898.0,United Kingdom,7.5,2011,9,September
558763,23266,SET OF 3 WOODEN STOCKING DECORATION,6,2011-07-03 13:08:00,1.25,12841.0,United Kingdom,7.5,2011,7,July
552656,15056BL,EDWARDIAN PARASOL BLACK,9,2011-05-10 14:46:00,5.95,12712.0,Germany,53.550000000000004,2011,5,May
537623,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2010-12-07 14:31:00,1.65,15858.0,United Kingdom,8.25,2010,12,December
568100,23222,CHRISTMAS TREE HANGING GOLD,12,2011-09-23 15:20:00,0.83,15475.0,United Kingdom,9.959999999999999,2011,9,September
C541828,21903,MAN FLU METAL SIGN,-1,2011-01-21 17:06:00,2.1,13769.0,United Kingdom,-2.1,2011,1,January
570713,22423,REGENCY CAKESTAND 3 TIER,6,2011-10-12 10:18:00,12.75,17064.0,United Kingdom,76.5,2011,10,October
577128,22113,GREY HEART HOT WATER BOTTLE,4,2011-11-17 19:48:00,4.25,14508.0,United Kingdom,17.0,2011,11,November
556916,21494,ROTATING LEAVES T-LIGHT HOLDER,3,2011-06-15 13:35:00,1.25,16898.0,United Kingdom,3.75,2011,6,June
572290,22865,HAND WARMER OWL DESIGN,3,2011-10-23 12:46:00,2.1,14800.0,United Kingdom,6.300000000000001,2011,10,October
554762,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-05-26 11:37:00,1.25,16837.0,United Kingdom,15.0,2011,5,May
572323,22469,HEART OF WICKER SMALL,24,2011-10-24 09:46:00,1.65,14312.0,United Kingdom,39.599999999999994,2011,10,October
556728,82580,BATHROOM METAL SIGN,2,2011-06-14 11:36:00,0.55,15719.0,United Kingdom,1.1,2011,6,June
547417,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-23 10:25:00,1.25,13239.0,United Kingdom,15.0,2011,3,March
558474,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,48,2011-06-29 15:42:00,4.25,16553.0,United Kingdom,204.0,2011,6,June
539459,48188,DOORMAT WELCOME PUPPIES,1,2010-12-17 17:33:00,7.95,12839.0,United Kingdom,7.95,2010,12,December
546394,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-03-11 14:26:00,1.45,17164.0,United Kingdom,17.4,2011,3,March
547793,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-03-25 12:10:00,1.65,14758.0,United Kingdom,19.799999999999997,2011,3,March
547362,21398,RED POLKADOT COFFEE  MUG,96,2011-03-22 12:33:00,0.39,13694.0,United Kingdom,37.44,2011,3,March
537262,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2010-12-06 11:26:00,1.45,15039.0,United Kingdom,1.45,2010,12,December
573359,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,2011-10-30 12:48:00,1.25,14178.0,United Kingdom,1.25,2011,10,October
552468,22817,CARD SUKI BIRTHDAY,12,2011-05-09 15:33:00,0.42,13141.0,United Kingdom,5.04,2011,5,May
578926,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-27 12:24:00,0.42,18156.0,United Kingdom,10.5,2011,11,November
574826,22738,RIBBON REEL SNOWY VILLAGE,1,2011-11-07 10:58:00,1.65,15870.0,United Kingdom,1.65,2011,11,November
544112,21930,JUMBO STORAGE BAG SKULLS,10,2011-02-16 11:37:00,1.95,15039.0,United Kingdom,19.5,2011,2,February
578247,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2011-11-23 12:39:00,0.29,14581.0,United Kingdom,27.839999999999996,2011,11,November
579792,22571,ROCKING HORSE RED CHRISTMAS ,12,2011-11-30 15:43:00,0.85,12714.0,France,10.2,2011,11,November
540525,22627,MINT KITCHEN SCALES,2,2011-01-09 13:02:00,8.5,16833.0,United Kingdom,17.0,2011,1,January
559302,23288,GREEN VINTAGE SPOT BEAKER,2,2011-07-07 12:47:00,0.85,14527.0,United Kingdom,1.7,2011,7,July
566705,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-09-14 11:53:00,4.95,13552.0,United Kingdom,29.700000000000003,2011,9,September
559807,22227,HANGING HEART MIRROR DECORATION ,15,2011-07-12 14:48:00,0.65,17841.0,United Kingdom,9.75,2011,7,July
573420,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2011-10-31 09:48:00,4.95,18223.0,United Kingdom,29.700000000000003,2011,10,October
574269,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-03 14:27:00,2.55,15570.0,United Kingdom,15.299999999999999,2011,11,November
539099,21843,RED RETROSPOT CAKE STAND,1,2010-12-16 10:30:00,10.95,16670.0,United Kingdom,10.95,2010,12,December
555194,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-06-01 11:13:00,2.95,16422.0,United Kingdom,35.400000000000006,2011,6,June
575212,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-11-09 10:41:00,2.55,14108.0,United Kingdom,15.299999999999999,2011,11,November
568984,21441,BLUE BIRDHOUSE DECORATION,1,2011-09-29 15:57:00,0.85,17813.0,United Kingdom,0.85,2011,9,September
566669,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-09-14 11:36:00,2.95,18065.0,United Kingdom,17.700000000000003,2011,9,September
549844,84879,ASSORTED COLOUR BIRD ORNAMENT,80,2011-04-12 14:17:00,1.69,12854.0,United Kingdom,135.2,2011,4,April
553381,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-05-16 15:34:00,0.42,13456.0,United Kingdom,5.04,2011,5,May
541238,21115,ROSE CARAVAN DOORSTOP,1,2011-01-16 10:42:00,6.75,16746.0,United Kingdom,6.75,2011,1,January
546922,21931,JUMBO STORAGE BAG SUKI,10,2011-03-18 09:59:00,1.95,14110.0,United Kingdom,19.5,2011,3,March
558067,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-06-24 15:51:00,0.85,14156.0,EIRE,8.5,2011,6,June
560580,22698,PINK REGENCY TEACUP AND SAUCER,60,2011-07-19 15:23:00,2.55,14088.0,United Kingdom,153.0,2011,7,July
563035,21172,PARTY METAL SIGN ,2,2011-08-11 14:54:00,1.45,17790.0,United Kingdom,2.9,2011,8,August
568668,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6,2011-09-28 13:00:00,0.55,15750.0,United Kingdom,3.3000000000000003,2011,9,September
577095,22586,FELTCRAFT HAIRBAND PINK AND BLUE,3,2011-11-17 16:39:00,0.85,15867.0,United Kingdom,2.55,2011,11,November
559512,23232,WRAP VINTAGE LEAF DESIGN,25,2011-07-08 15:54:00,0.42,14188.0,United Kingdom,10.5,2011,7,July
540954,21531,RED RETROSPOT SUGAR JAM BOWL,1,2011-01-12 13:19:00,2.55,14606.0,United Kingdom,2.55,2011,1,January
573576,84884A,ANT WHITE WIRE HEART SPIRAL,2,2011-10-31 14:09:00,8.29,14096.0,United Kingdom,16.58,2011,10,October
544476,23002,TRAVEL CARD WALLET SKULLS,6,2011-02-21 09:58:00,0.42,14796.0,United Kingdom,2.52,2011,2,February
545522,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-03-03 12:35:00,0.55,15596.0,United Kingdom,13.200000000000001,2011,3,March
580677,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2011-12-05 14:40:00,1.95,16200.0,United Kingdom,3.9,2011,12,December
569246,21871,SAVE THE PLANET MUG,1,2011-10-03 09:57:00,3.29,14096.0,United Kingdom,3.29,2011,10,October
569670,22210,WOOD STAMP SET BEST WISHES,1,2011-10-05 13:47:00,0.83,14730.0,United Kingdom,0.83,2011,10,October
548686,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-04-01 16:49:00,1.25,15856.0,United Kingdom,15.0,2011,4,April
554814,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,2011-05-26 13:34:00,5.75,16609.0,United Kingdom,11.5,2011,5,May
556916,85132B,CHARLIE AND LOLA TABLE TINS,1,2011-06-15 13:35:00,1.95,16898.0,United Kingdom,1.95,2011,6,June
573347,22386,JUMBO BAG PINK POLKADOT,2,2011-10-30 12:26:00,2.08,13137.0,United Kingdom,4.16,2011,10,October
556441,23182,TOILET SIGN OCCUPIED OR VACANT,6,2011-06-10 15:07:00,0.83,14415.0,United Kingdom,4.9799999999999995,2011,6,June
540348,22262,FELT EGG COSY CHICKEN,4,2011-01-06 13:56:00,0.85,12841.0,United Kingdom,3.4,2011,1,January
567483,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,2011-09-20 13:45:00,8.25,16584.0,United Kingdom,16.5,2011,9,September
574293,21174,POTTERING IN THE SHED METAL SIGN,48,2011-11-03 15:32:00,2.39,17450.0,United Kingdom,114.72,2011,11,November
566938,23301,GARDENERS KNEELING PAD KEEP CALM ,48,2011-09-15 15:48:00,1.45,14557.0,United Kingdom,69.6,2011,9,September
541854,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-01-23 14:58:00,2.55,18283.0,United Kingdom,2.55,2011,1,January
574852,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-11-07 12:04:00,2.95,15493.0,United Kingdom,2.95,2011,11,November
554650,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-05-25 12:54:00,1.25,12681.0,France,30.0,2011,5,May
571638,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-10-18 11:55:00,1.45,15327.0,United Kingdom,17.4,2011,10,October
549881,22971,QUEENS GUARD COFFEE MUG,6,2011-04-12 15:30:00,2.55,14032.0,United Kingdom,15.299999999999999,2011,4,April
C554715,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2011-05-26 11:02:00,1.25,13658.0,United Kingdom,-2.5,2011,5,May
564641,23145,ZINC T-LIGHT HOLDER STAR LARGE,96,2011-08-26 13:16:00,0.79,13489.0,United Kingdom,75.84,2011,8,August
537047,22602,CHRISTMAS RETROSPOT HEART WOOD,5,2010-12-05 11:02:00,0.85,13069.0,United Kingdom,4.25,2010,12,December
558888,23207,LUNCH BAG ALPHABET DESIGN,6,2011-07-04 15:29:00,1.65,14056.0,United Kingdom,9.899999999999999,2011,7,July
577029,23251,VINTAGE RED ENAMEL TRIM MUG ,12,2011-11-17 12:59:00,1.25,15563.0,United Kingdom,15.0,2011,11,November
552266,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2011-05-08 11:41:00,0.85,13975.0,United Kingdom,20.4,2011,5,May
570467,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2011-10-10 16:06:00,2.95,12607.0,USA,17.700000000000003,2011,10,October
556280,21174,POTTERING IN THE SHED METAL SIGN,5,2011-06-09 20:03:00,2.08,14584.0,United Kingdom,10.4,2011,6,June
538307,22625,RED KITCHEN SCALES,1,2010-12-10 13:27:00,8.5,14667.0,United Kingdom,8.5,2010,12,December
546678,22041,"RECORD FRAME 7"" SINGLE SIZE ",12,2011-03-15 16:39:00,2.55,12681.0,France,30.599999999999998,2011,3,March
568552,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-09-27 15:16:00,1.25,14824.0,United Kingdom,15.0,2011,9,September
572227,22630,DOLLY GIRL LUNCH BOX,2,2011-10-21 14:01:00,1.95,15051.0,United Kingdom,3.9,2011,10,October
567183,22219,LOVEBIRD HANGING DECORATION WHITE ,20,2011-09-18 15:32:00,0.85,14769.0,United Kingdom,17.0,2011,9,September
536796,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-12-02 15:46:00,2.55,15574.0,United Kingdom,2.55,2010,12,December
572096,21823,PAINTED METAL HEART WITH HOLLY BELL,5,2011-10-20 15:20:00,0.39,16813.0,United Kingdom,1.9500000000000002,2011,10,October
580088,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-12-01 14:30:00,2.08,17115.0,United Kingdom,20.8,2011,12,December
552315,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-05-08 16:10:00,1.25,12700.0,France,15.0,2011,5,May
575929,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-11-11 17:23:00,0.79,13310.0,United Kingdom,14.22,2011,11,November
540014,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-01-04 11:34:00,2.95,14606.0,United Kingdom,5.9,2011,1,January
546861,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-17 15:03:00,2.1,14911.0,EIRE,12.600000000000001,2011,3,March
537023,48187,DOORMAT NEW ENGLAND,1,2010-12-03 16:02:00,7.95,16725.0,United Kingdom,7.95,2010,12,December
569474,22398,MAGNETS PACK OF 4 SWALLOWS,6,2011-10-04 12:39:00,0.39,14178.0,United Kingdom,2.34,2011,10,October
573544,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-31 13:11:00,1.25,12856.0,United Kingdom,15.0,2011,10,October
575083,22208,WOOD STAMP SET THANK YOU,10,2011-11-08 13:31:00,0.83,18123.0,United Kingdom,8.299999999999999,2011,11,November
545063,21888,BINGO SET,1,2011-02-27 14:26:00,3.75,14606.0,United Kingdom,3.75,2011,2,February
539439,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-17 15:14:00,9.95,13869.0,United Kingdom,19.9,2010,12,December
536783,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,72,2010-12-02 15:19:00,1.25,15061.0,United Kingdom,90.0,2010,12,December
546769,22233,JIGSAW RABBIT AND BIRDHOUSE,12,2011-03-16 14:57:00,1.65,17504.0,United Kingdom,19.799999999999997,2011,3,March
554151,21896,POTTING SHED TWINE,1,2011-05-23 11:07:00,2.1,14049.0,United Kingdom,2.1,2011,5,May
567062,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-09-16 11:48:00,0.29,16108.0,United Kingdom,13.919999999999998,2011,9,September
560686,20749,ASSORTED COLOUR MINI CASES,2,2011-07-20 11:50:00,7.95,15632.0,United Kingdom,15.9,2011,7,July
546534,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-03-14 13:56:00,1.25,16150.0,United Kingdom,30.0,2011,3,March
569897,22445,PENCIL CASE LIFE IS BEAUTIFUL,2,2011-10-06 16:01:00,2.95,17813.0,United Kingdom,5.9,2011,10,October
568212,84876B,GREEN HEART COMPACT MIRROR,1,2011-09-25 16:05:00,1.25,15154.0,United Kingdom,1.25,2011,9,September
550915,22089,PAPER BUNTING VINTAGE PAISLEY,2,2011-04-21 13:30:00,2.95,13263.0,United Kingdom,5.9,2011,4,April
561382,85231B,CINAMMON SET OF 9 T-LIGHTS,4,2011-07-26 17:27:00,0.85,16750.0,United Kingdom,3.4,2011,7,July
555704,84836,ZINC METAL HEART DECORATION,24,2011-06-06 15:06:00,1.25,14944.0,United Kingdom,30.0,2011,6,June
549526,16015,MEDIUM CHINESE STYLE SCISSOR,10,2011-04-08 15:49:00,0.5,13630.0,United Kingdom,5.0,2011,4,April
568171,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-09-25 13:10:00,4.95,15312.0,United Kingdom,14.850000000000001,2011,9,September
570388,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-10-10 12:37:00,1.45,14911.0,EIRE,17.4,2011,10,October
569217,22555,PLASTERS IN TIN STRONGMAN,1,2011-10-02 12:45:00,1.65,15579.0,United Kingdom,1.65,2011,10,October
574088,22616,PACK OF 12 LONDON TISSUES ,24,2011-11-03 08:56:00,0.39,18044.0,United Kingdom,9.36,2011,11,November
565673,22112,CHOCOLATE HOT WATER BOTTLE,9,2011-09-06 09:45:00,4.95,14441.0,United Kingdom,44.550000000000004,2011,9,September
560447,22726,ALARM CLOCK BAKELIKE GREEN,12,2011-07-19 09:24:00,3.75,13756.0,United Kingdom,45.0,2011,7,July
556485,23283,DOORMAT VINTAGE LEAVES DESIGN ,3,2011-06-12 13:21:00,7.95,17211.0,United Kingdom,23.85,2011,6,June
571743,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-10-19 10:38:00,0.55,15853.0,United Kingdom,0.55,2011,10,October
568727,23342,MINT DINER WALL CLOCK,2,2011-09-28 16:38:00,8.5,15796.0,United Kingdom,17.0,2011,9,September
566600,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,2011-09-13 15:41:00,1.95,13704.0,United Kingdom,23.4,2011,9,September
559774,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-07-12 11:37:00,2.95,18122.0,United Kingdom,11.8,2011,7,July
